"brewery","beer"
30581,165033
30581,135362
30581,146538
30581,110084
30581,141026
30581,134618
30581,138704
30581,172763
30581,99474
30581,231294
30581,137740
30581,131596
30581,109000
30581,99700
30581,206993
30581,109171
30581,230426
30581,156026
30581,107238
30581,109182
30581,117074
30581,125746
30581,226308
30581,231854
30581,145903
30581,112686
30581,177299
30581,212912
30581,124138
30581,125298
30581,121655
30581,94449
30581,102895
30581,116186
30581,166638
30581,98871
30581,174550
30581,175772
30581,113946
30581,175545
30581,113981
30581,109145
30581,181344
30581,116187
30581,163005
30581,144421
30581,124712
30581,180903
30581,134582
30581,129207
30581,140891
30581,150242
30581,97664
30581,217836
30581,207725
30581,180599
30581,97129
30581,207726
30581,145532
30581,214663
30581,181379
30581,197774
30581,106486
30581,88539
30581,100232
30581,98089
30581,90138
30581,150836
30581,100235
30581,155801
30581,213439
30581,89008
30581,141882
30581,113980
30581,156028
30581,112688
30581,171761
30581,219830
30581,120586
30581,100233
30581,218755
30581,94326
30581,94007
30581,124677
30581,124676
30581,126567
30581,94446
30581,94444
30581,189893
30581,97131
30581,96126
30581,96125
30581,103261
30581,164405
30581,152408
30581,223418
30581,168681
30581,172753
30581,177301
30581,180601
30581,182305
30581,200295
30581,98086
30581,103873
30581,98708
30581,98985
30581,103337
30581,105820
30581,105821
30581,108999
30581,121266
30581,121268
30581,123373
30581,152635
30581,124140
30581,144811
30581,128036
30581,131676
30581,139628
30581,165492
30581,91272
30581,94447
30581,21245
30581,36971
30581,40337
30581,36571
30581,31722
30581,16979
30581,3272
30581,4906
30581,20725
30581,17287
30581,21593
30581,811
30581,2455
30581,24015
30581,11599
30581,15282
30581,17557
30581,11033
30581,9804
30581,8147
30581,8149
1148,216183
1148,231436
1148,223039
1148,196238
1148,219249
1148,198416
1148,198418
1148,219862
1148,216195
1148,198417
1148,18527
1148,2808
1148,21367
1148,2683
1148,23587
1148,15495
1148,36085
1148,16773
1148,27094
1148,25725
1148,29160
1148,21928
1148,2783
1148,33807
1148,18006
1148,30595
1148,10611
1148,24123
1148,10010
1148,16608
1148,30039
1148,15217
590,45821
590,93846
590,62671
590,72490
590,21802
590,222426
590,55418
590,2810
590,2903
590,47539
590,1787
590,37586
590,3325
590,9900
590,3149
590,1956
590,158746
590,72382
590,56738
590,6663
590,6416
590,39516
590,139374
590,192528
590,60588
590,181979
590,51187
590,60554
590,84226
590,98225
590,174974
590,169038
590,131670
590,1585
590,28267
590,86172
590,3239
590,3980
590,1963
590,6075
590,35281
590,96831
590,28609
590,26180
590,20014
590,77373
590,43456
590,28494
590,73216
590,136135
590,231876
590,115380
590,23459
590,67556
590,40956
590,198059
590,127442
590,83015
590,123810
590,110099
590,96366
590,88693
590,6228
590,57471
590,2565
590,60675
590,35198
590,44942
590,37221
590,53433
590,7482
590,47733
590,24073
590,49708
590,14403
590,51761
590,39527
590,65372
590,26088
590,21803
590,9884
590,1586
590,1577
590,28268
590,3292
590,220435
590,17238
16713,217408
16713,131144
16713,119957
16713,198194
16713,211632
16713,221920
16713,224613
16713,141453
16713,100116
16713,211635
16713,141454
16713,76643
16713,219851
16713,211650
16713,79614
16713,217410
16713,76771
16713,77875
16713,72862
16713,76641
16713,76642
16713,55641
16713,58817
16713,55640
16713,72860
16713,92081
16713,57647
16713,65949
16713,108974
16713,140136
16713,65375
16713,93975
16713,76770
16713,52223
16713,76640
16713,52222
16713,64865
16713,60649
16713,53510
16713,130999
16713,52221
16713,55639
16713,53509
16713,65950
16713,60770
16713,64864
16713,64866
16713,93984
16713,103201
16713,108978
16713,93989
16713,72550
16713,52416
16713,65377
16713,59920
16713,72865
16713,72868
16713,137001
16713,84216
16713,179679
16713,147612
16713,183176
16713,183196
16713,182814
16713,211631
16713,74367
16713,225612
16713,182776
16713,158805
16713,74365
16713,211637
16713,64934
16713,61653
16713,52636
16713,185267
16713,217878
16713,211653
16713,140425
16713,211655
16713,182722
16713,1199
16713,13057
16713,9991
16713,17850
16713,24678
16713,34962
16713,13304
16713,30575
16713,11341
16713,30229
16713,27092
16713,3117
16713,30529
16713,10773
16713,10311
16713,10598
16713,3166
16713,2390
16713,10508
694,221829
694,216726
694,23565
694,61895
694,33123
694,81331
694,62812
694,158703
694,28595
694,213631
694,158088
694,140850
694,119871
694,192107
694,222105
694,211551
694,84265
694,36571
694,42710
694,95240
694,95762
694,95763
694,96272
694,96273
694,96710
694,97276
694,97458
694,97459
694,97837
694,42065
694,98256
694,98584
694,98778
694,98748
694,99998
694,99999
694,100545
694,101225
694,102119
694,104161
694,43101
694,104778
694,105445
694,106167
694,106737
694,107403
694,107862
694,108017
694,108397
694,109686
694,110621
694,44520
694,110622
694,111064
694,112243
694,112972
694,115557
694,116720
694,116351
694,116719
694,116744
694,118563
694,45094
694,118400
694,120320
694,120584
694,121144
694,121143
694,121254
694,123029
694,123666
694,123656
694,123667
694,123657
694,126524
694,124637
694,45781
694,125678
694,127130
694,125679
694,128507
694,131587
694,129351
694,132480
694,135130
694,136091
694,136092
694,46586
694,137716
694,137718
694,138521
694,141477
694,140552
694,144456
694,146595
694,148061
694,149408
694,152368
694,154486
694,47264
694,156030
694,156767
694,157703
694,158749
694,160096
694,160475
694,161359
694,162749
694,165451
694,166867
694,166868
694,47759
694,167501
694,167502
694,168622
694,169459
694,169460
694,170276
694,170277
694,172051
694,171179
694,171795
694,50144
694,172067
694,172251
694,174425
694,176624
694,176625
694,175543
694,177696
694,177697
694,180115
694,180116
694,37333
694,50547
694,181478
694,181845
694,184874
694,186961
694,187981
694,189096
694,200874
694,194418
694,194420
694,194421
694,51194
694,194424
694,198650
694,200873
694,202341
694,202520
694,205191
694,206216
694,206217
694,206330
694,209071
694,51683
694,209072
694,214716
694,212735
694,215550
694,218321
694,219145
694,217856
694,217032
694,220410
694,220409
694,52331
694,220466
694,222354
694,221621
694,221545
694,230701
694,229569
694,222470
694,223543
694,229237
694,229238
694,53662
694,229239
694,229734
694,54495
694,56032
694,57030
694,57924
694,37280
694,58427
694,58918
694,58919
694,60565
694,61753
694,62558
694,62416
694,63017
694,63376
694,63912
694,64685
694,38870
694,64887
694,66150
694,66660
694,67491
694,68284
694,71386
694,71701
694,72713
694,73163
694,73865
694,39345
694,74307
694,74640
694,75114
694,75952
694,76131
694,76767
694,76775
694,78257
694,79275
694,39723
694,79688
694,80146
694,80481
694,85334
694,80836
694,81015
694,81710
694,81907
694,81968
694,81905
694,82090
694,40625
694,82384
694,83126
694,83180
694,84413
694,84274
694,84276
694,85127
694,85759
694,86055
694,86699
694,41524
694,86979
694,87652
694,87843
694,87982
694,88260
694,88261
694,89264
694,89581
694,90088
694,91379
694,91768
694,92044
694,92609
694,93873
694,93959
694,95671
694,95003
694,94573
694,95516
694,95005
694,62792
694,61894
694,104160
694,54803
694,48816
694,18302
694,24337
694,31237
694,37373
694,43300
694,51317
694,59546
694,71294
694,78784
694,166744
694,226321
694,3823
694,127867
694,111683
694,12104
694,62562
694,62835
694,18305
694,3040
694,48224
694,151124
694,222304
694,127866
694,141534
694,6322
694,146366
694,52128
694,112973
694,135762
694,103135
694,139103
694,7531
694,103134
694,30310
694,128255
694,184960
694,15881
694,66383
694,4094
694,2619
694,71969
694,94964
694,3677
694,138520
694,195266
694,35898
694,4108
694,4109
694,112218
694,19591
694,61233
694,61905
694,187591
694,181664
1188,64
1188,649086
1188,64164140
1188,646108
1188,6415758
1188,64199107
1188,642093
1188,64179763
1188,6466459
1188,64179363
1188,64202202
1188,64107653
1188,6450599
1188,64226950
1188,64101085
1188,64191878
1188,64179089
1188,64176103
1188,64199103
1188,64149920
1188,6483702
1188,6483332
1188,643951
1188,64139403
1188,6427631
1188,6469975
1188,6446045
1188,64118142
1188,6414560
1188,6490230
1188,6481358
1188,6420525
1188,646534
1188,6439624
1188,6462335
1188,6436098
1188,6485529
1188,64146326
1188,64130331
1188,64209097
1188,6489294
1188,64178318
1188,64136720
1188,6468963
1188,6487844
1188,6432437
1188,64139947
1188,64212204
1188,6467746
1188,6465281
1188,64123446
1188,6485174
1188,6478662
1188,6454084
1188,64124096
1188,6433944
1188,6498324
1188,64195658
1188,6495835
1188,64109322
1188,64123937
1188,6477788
1188,6418862
1188,64141887
1188,6465378
1188,6499988
1188,64176853
1188,6424259
1188,6464159
1188,6452545
1188,641153
1188,6482852
1188,64220505
1188,6499720
1188,6470333
1188,64176851
1188,64112869
1188,6474838
1188,64128725
1188,6489564
1188,64214282
1188,64110303
1188,6487883
1188,6483159
1188,6474734
1188,6483519
1188,6498067
1188,64118538
1188,6447294
1188,6434783
1188,64228988
1188,6472926
1188,64126244
1188,6461635
1188,6487884
1188,6477363
1188,64100427
1188,64148110
1188,6489024
1188,64143629
1188,64126245
1188,6410418
1188,64196134
1188,6482223
1188,6479098
1188,6459160
1188,6430522
1188,64183793
1188,64176101
1188,64161563
1188,64161564
1188,6474321
1188,6433025
1188,64107652
1188,6413722
1188,6435720
1188,64191879
1188,64176102
1188,6483701
1188,64205200
1188,64107651
1188,64139401
1188,6438504
1188,6479476
1188,6421466
1188,6467925
1188,6499392
1188,6491110
1188,64139402
1188,64160795
1188,6429395
1188,64119668
1188,64172504
1188,64169110
1188,6452264
1188,6475295
1188,64186441
1188,6451198
1188,64202760
1188,6467205
1188,646109
1188,64189444
1188,64200744
1188,64221243
1188,64177543
1188,6491952
1188,649479
1188,64201165
1188,64207376
1188,6490011
1188,6485173
1188,6487882
1188,6426953
1188,64199
1188,641161
1188,64176106
1188,64212203
1188,6496424
1188,6437931
1188,64110735
1188,64102896
1188,64191881
1188,6487079
1188,64228793
1188,646125
1188,6453559
1188,64212202
1188,6479475
1188,6481575
1188,6499961
1188,64206507
1188,6417289
1188,64172503
1188,64188794
1188,6476119
1188,64199105
1188,6492580
1188,641587
1188,64200746
1188,64176105
1188,6472807
1188,6459151
1188,64186866
1188,64189785
1188,6498877
1188,64200425
1188,6412667
1188,6460078
1188,64212201
1188,6453453
1188,64176104
1188,64166857
1188,64114792
1188,6466479
1188,6466507
1188,64117283
1188,6489021
1188,6490231
1188,6480534
1188,64209683
1188,6462270
1188,646533
1188,6413185
1188,64186980
1188,6464161
1188,6449952
1188,64186150
1188,6484848
1188,6433832
1188,64176110
1188,64175391
1188,6477552
1188,649171
1188,64149919
1188,64139124
1188,64126246
1188,6498793
1188,6498220
1188,6445570
1188,64107655
1188,6463612
1188,6459961
1188,6476781
1188,64212200
1188,6410028
1188,64229084
1188,6489295
1188,64108254
1188,64109319
1188,64109320
1188,6491982
1188,64104901
1188,6498219
1188,64109318
1188,6491981
1188,6492747
1188,6483990
1188,6480985
1188,64191901
1188,64200745
1188,646260
1188,6496303
1188,6463056
1188,64221492
1188,64176798
1188,64130672
1188,64167601
1188,641180
1188,643089
1188,64221495
1188,64192409
1188,64114794
1188,64177907
1188,6432435
1188,6478147
1188,6473072
1188,64122577
1188,6467219
1188,64205199
1188,64121198
1188,6444015
1188,64179214
1188,6445086
1188,6482368
1188,6460785
1188,6491980
1188,64107654
1188,64227686
1188,6473626
1188,64221244
1188,64122578
1188,64122579
1188,64128726
1188,6462272
1188,641079
1188,64159398
1188,64100579
1188,6465971
1188,64101505
1188,6491677
1188,64191880
1188,64176109
1188,64104903
1188,647506
1188,6440296
1188,6449838
1188,64114796
1188,64114797
1188,6460988
1188,6458965
1188,64199106
1188,6441242
1188,64132713
1188,6425916
1188,6464604
1188,6485115
1188,64214603
1188,64189563
1188,64135637
1188,64126034
1188,6441702
1188,64192410
1188,64200426
1188,64207394
1188,6470602
1188,6484312
1188,64176852
1188,6448402
1188,6473379
1188,64191804
1188,6428758
1188,64181977
1188,6458511
1188,6411776
1188,64196130
1188,64139125
1188,64188792
1188,6453762
1188,6473886
1188,6485758
1188,6451858
1188,64128727
1188,64194452
1188,6481576
1188,6498300
1188,6483021
1188,6418861
1188,642392
1188,6489023
1188,6456239
1188,64176854
1188,64226951
1188,6459588
1188,6430118
1188,23070
1188,21271
1188,17245
1188,4751
1188,20517
1188,20516
64,9086
64,164140
64,6108
64,15758
64,199107
64,2093
64,179763
64,66459
64,179363
64,202202
64,107653
64,50599
64,226950
64,101085
64,191878
64,179089
64,176103
64,199103
64,149920
64,83702
64,83332
64,3951
64,139403
64,27631
64,69975
64,46045
64,118142
64,14560
64,90230
64,81358
64,20525
64,6534
64,39624
64,62335
64,36098
64,85529
64,146326
64,130331
64,209097
64,89294
64,178318
64,136720
64,68963
64,87844
64,32437
64,139947
64,212204
64,67746
64,65281
64,123446
64,85174
64,78662
64,54084
64,124096
64,33944
64,98324
64,195658
64,95835
64,109322
64,123937
64,77788
64,18862
64,141887
64,65378
64,99988
64,176853
64,24259
64,64159
64,52545
64,1153
64,82852
64,220505
64,99720
64,70333
64,176851
64,112869
64,74838
64,128725
64,89564
64,214282
64,110303
64,87883
64,83159
64,74734
64,83519
64,98067
64,118538
64,47294
64,34783
64,228988
64,72926
64,126244
64,61635
64,87884
64,77363
64,100427
64,148110
64,89024
64,143629
64,126245
64,10418
64,196134
64,82223
64,79098
64,59160
64,30522
64,183793
64,176101
64,161563
64,161564
64,74321
64,33025
64,107652
64,13722
64,35720
64,191879
64,176102
64,83701
64,205200
64,107651
64,139401
64,38504
64,79476
64,21466
64,67925
64,99392
64,91110
64,139402
64,160795
64,29395
64,119668
64,172504
64,169110
64,52264
64,75295
64,186441
64,51198
64,202760
64,67205
64,6109
64,189444
64,200744
64,221243
64,177543
64,91952
64,9479
64,201165
64,207376
64,90011
64,85173
64,87882
64,26953
64,199
64,1161
64,176106
64,212203
64,96424
64,37931
64,110735
64,102896
64,191881
64,87079
64,228793
64,6125
64,53559
64,212202
64,79475
64,81575
64,99961
64,206507
64,17289
64,172503
64,188794
64,76119
64,199105
64,92580
64,1587
64,200746
64,176105
64,72807
64,59151
64,186866
64,189785
64,98877
64,200425
64,12667
64,60078
64,212201
64,53453
64,176104
64,166857
64,114792
64,66479
64,66507
64,117283
64,89021
64,90231
64,80534
64,209683
64,62270
64,6533
64,13185
64,186980
64,64161
64,49952
64,186150
64,84848
64,33832
64,176110
64,175391
64,77552
64,9171
64,149919
64,139124
64,126246
64,98793
64,98220
64,45570
64,107655
64,63612
64,59961
64,76781
64,212200
64,10028
64,229084
64,89295
64,108254
64,109319
64,109320
64,91982
64,104901
64,98219
64,109318
64,91981
64,92747
64,83990
64,80985
64,191901
64,200745
64,6260
64,96303
64,63056
64,221492
64,176798
64,130672
64,167601
64,1180
64,3089
64,221495
64,192409
64,114794
64,177907
64,32435
64,78147
64,73072
64,122577
64,67219
64,205199
64,121198
64,44015
64,179214
64,45086
64,82368
64,60785
64,91980
64,107654
64,227686
64,73626
64,221244
64,122578
64,122579
64,128726
64,62272
64,1079
64,159398
64,100579
64,65971
64,101505
64,91677
64,191880
64,176109
64,104903
64,7506
64,40296
64,49838
64,114796
64,114797
64,60988
64,58965
64,199106
64,41242
64,132713
64,25916
64,64604
64,85115
64,214603
64,189563
64,135637
64,126034
64,41702
64,192410
64,200426
64,207394
64,70602
64,84312
64,176852
64,48402
64,73379
64,191804
64,28758
64,181977
64,58511
64,11776
64,196130
64,139125
64,188792
64,53762
64,73886
64,85758
64,51858
64,128727
64,194452
64,81576
64,98300
64,83021
64,18861
64,2392
64,89023
64,56239
64,176854
64,226951
64,59588
64,30118
64,1188
199,46203
199,118629
199,41205
199,69485
199,128978
199,188347
199,175944
199,128971
199,42322
199,147806
199,182230
199,35238
199,136047
199,117625
199,33159
199,118472
199,180751
199,50416
199,130735
199,159159
199,183866
199,183050
199,208084
199,231095
199,29479
199,76782
199,72948
199,230207
199,118470
199,48076
199,709
199,124044
199,200343
199,127858
199,182222
199,59366
199,77389
199,5703
199,43890
199,56757
199,68723
199,218163
199,38016
199,57557
199,148403
199,161936
199,184879
199,169529
199,196320
199,184918
199,183197
199,76740
199,148782
199,223128
199,218145
199,19166
199,182234
199,180747
199,127952
199,42595
199,127970
199,128972
199,178886
199,104949
199,230206
199,65710
199,60130
199,178741
199,200338
199,691
199,184623
199,696
199,184622
199,169625
199,231097
199,231098
199,231099
199,192397
199,154879
199,200559
199,186374
199,159154
199,65948
199,148534
199,178738
199,12100
199,148397
199,149700
199,116275
199,93762
199,138388
199,180755
199,131121
199,12098
199,148394
199,90346
199,10386
199,195909
199,101171
199,116280
199,118163
199,152315
199,102419
199,30944
199,180752
199,38860
199,197306
199,117208
199,184919
199,160545
199,156097
199,159445
199,114907
199,169528
199,182226
199,193362
199,182221
199,68307
199,124327
199,44827
199,187386
199,197307
199,189702
199,176964
199,148533
199,89174
199,100217
199,182232
199,174300
199,197283
199,200552
199,200551
199,70784
199,45581
199,66674
199,138389
199,137508
199,137510
199,137509
199,137511
199,231096
199,92162
199,108460
199,135211
199,231605
199,145144
199,180769
199,189358
199,110208
199,127110
199,198781
199,69792
199,94673
199,76741
199,148392
199,148393
199,189701
199,138843
199,169527
199,85218
199,196331
199,218612
199,168769
199,104418
199,84333
199,157542
199,108827
199,108828
199,108829
199,108830
199,108831
199,108832
199,108833
199,38861
199,200341
199,200340
199,185797
199,178739
199,138390
199,119907
199,89603
199,114552
199,114908
199,146318
199,115114
199,127109
199,200560
199,83649
199,39252
199,5702
199,45622
199,175387
199,218174
199,127960
199,211076
199,160544
199,136284
199,114553
199,209764
199,200339
199,112877
199,154853
199,179000
199,140234
199,110206
199,164181
199,180274
199,71424
199,78761
199,12087
199,127958
199,131437
199,178740
199,10400
199,45632
199,114555
199,191942
199,196319
199,218607
199,124329
199,86692
199,104076
199,127949
199,131124
199,110207
199,155931
199,180594
199,147798
199,199729
199,49141
199,157543
199,183359
199,230448
199,230447
199,230444
199,230445
199,138391
199,186960
199,200396
199,187385
199,186377
199,131801
199,138916
199,197415
199,61370
199,81610
199,112284
199,128977
199,191799
199,53575
199,200342
199,184071
199,110786
199,75357
199,129025
199,29619
199,195910
199,116379
199,136289
199,207953
199,122445
199,124042
199,132914
199,66725
199,52528
199,44058
199,56192
199,39249
199,46188
199,93366
199,114554
199,182084
199,186375
199,231094
199,70783
199,74484
199,12099
199,104953
199,172864
199,140025
199,187387
199,182233
199,197182
199,90020
199,159158
199,189703
199,69926
199,148395
199,94098
199,148078
199,38040
199,85413
199,166157
199,159156
199,136282
199,147804
199,159160
199,126991
199,126983
199,190253
199,126994
199,138392
199,159157
199,81609
199,154851
199,187251
199,149698
199,185468
199,186443
199,146190
199,77576
199,138387
199,218614
199,231100
199,211075
199,167756
199,70580
199,149699
199,97287
199,76105
199,76107
199,12101
199,39250
199,141569
199,112856
199,35060
199,56308
199,130738
199,86071
199,68097
199,7306
199,175945
199,231092
199,167755
199,186378
199,76186
199,87678
199,155713
199,200395
199,150728
199,146062
199,90070
199,221864
199,141404
199,150725
199,214595
199,101174
199,150806
199,90069
199,138839
199,101175
199,201087
199,146068
199,137512
199,101176
199,206590
199,150805
199,146061
199,137140
199,101177
199,150716
199,206601
199,201405
199,97884
199,199252
199,177746
199,205183
199,150827
199,146065
199,206480
199,101178
199,146067
199,123535
199,108658
199,101179
199,55563
199,152028
199,48505
199,54548
199,35015
199,39251
199,146880
199,56627
199,156911
199,145125
199,148079
199,136375
199,5701
199,200344
199,178742
199,124041
199,115109
199,196318
199,39253
199,219395
199,183052
199,127953
199,110661
199,127017
199,118174
199,218176
199,218606
199,40504
199,17832
199,31693
199,33039
199,18500
199,2056
199,14797
199,31987
199,22888
199,21664
199,23722
199,23347
199,28994
199,396
199,34734
199,18498
199,16574
199,23807
199,28829
199,20646
199,26308
199,9587
199,32988
199,21668
18006,76978
18006,104531
18006,92818
18006,178308
18006,176930
18006,81814
18006,76569
18006,67248
18006,217934
18006,196576
18006,75660
18006,60936
18006,63368
18006,81535
18006,81536
18006,69927
18006,201217
18006,75344
18006,75345
18006,219863
18006,48583
18006,91638
18006,97746
18006,98232
18006,232236
18006,54669
18006,218310
18006,115519
18006,215357
18006,110734
18006,89075
18006,119134
18006,90014
18006,69277
18006,69462
18006,53928
18006,95065
18006,66407
18006,89833
18006,65485
18006,91639
18006,104535
18006,117482
18006,75484
18006,104833
18006,76034
18006,78246
18006,88065
18006,230113
18006,93811
18006,227348
18006,89524
18006,95066
18006,198689
18006,48582
18006,157035
18006,214248
18006,227336
18006,58467
18006,153303
18006,70561
18006,147048
18006,72269
18006,119785
18006,140730
18006,104534
18006,56268
18006,92562
18006,106572
18006,105430
18006,54770
18006,80009
18006,97762
18006,223044
18006,98259
18006,62218
18006,123368
18006,95753
18006,96491
18006,87619
18006,99220
18006,102162
18006,121703
18006,60826
18006,71069
18006,220103
18006,69851
18006,90597
18006,137933
18006,59760
18006,57648
18006,122049
18006,122050
18006,181553
18006,44080
18006,86306
18006,193075
18006,87915
18006,109118
18006,112520
18006,71390
18006,110174
18006,92196
18006,180991
18006,191967
18006,62249
18006,76019
18006,91316
18006,202161
18006,81661
18006,92329
18006,82882
18006,231129
18006,74629
18006,158685
18006,129887
18006,160670
18006,214757
18006,83827
18006,56720
18006,216246
18006,60937
18006,103342
18006,207297
18006,53241
18006,207296
18006,160669
18006,205574
18006,66576
18006,69278
18006,178731
18006,94113
18006,100229
18006,105428
18006,98192
18006,188796
18006,73821
18006,93660
18006,227344
18006,134032
18006,130288
18006,85641
18006,48024
18006,63322
18006,98946
18006,231157
18006,91426
18006,227337
18006,191316
18006,87107
18006,104533
18006,102020
18006,166814
18006,156465
18006,63367
18006,63702
18006,78244
18006,155165
18006,222268
18006,104615
18006,96946
18006,104532
18006,99298
18006,86980
18006,222900
18006,180220
18006,77084
18006,93047
18006,60938
18006,96945
18006,176687
18006,173431
18006,83395
18006,86863
18006,149674
18006,73885
18006,75170
18006,67874
18006,55322
18006,92724
18006,78245
18006,89062
18006,63489
18006,88669
18006,88912
18006,142932
18006,120310
18006,227236
18006,180556
18006,145766
18006,108096
18006,85840
18006,87620
18006,79059
18006,88453
18006,189117
18006,190383
18006,62640
18006,101765
18006,147639
18006,194146
18006,128505
18006,57600
18006,18527
18006,2808
18006,21367
18006,2683
18006,23587
18006,15495
18006,36085
18006,16773
18006,27094
18006,25725
18006,29160
18006,21928
18006,2783
18006,33807
18006,22740
18006,30595
18006,10611
18006,24123
18006,10010
18006,16608
18006,30039
18006,15217
28663,132036
28663,206880
28663,217583
28663,182136
28663,170746
28663,167141
28663,142479
28663,212527
28663,148522
28663,170309
28663,164010
28663,206090
28663,185069
28663,195293
28663,224573
28663,176614
28663,161441
28663,133979
28663,177434
28663,224486
28663,198141
28663,143066
28663,204543
28663,203811
28663,164011
28663,129007
28663,179085
28663,156101
28663,129358
28663,128667
28663,117195
28663,188128
28663,135603
28663,184210
28663,168628
28663,134743
28663,161195
28663,185447
28663,174443
28663,175779
28663,145434
28663,137843
28663,145974
28663,206830
28663,223203
28663,227217
28663,166745
28663,146300
28663,189815
28663,206878
28663,144246
28663,22871
28663,32071
28663,10267
28663,31352
28663,12193
28663,33604
158,50331
158,59165
158,67655
158,79776
158,92938
158,116632
158,155439
158,227227
158,139840
158,86457
158,164856
158,139957
158,85488
158,85487
158,52734
158,161722
158,96802
158,223884
158,54177
158,45249
158,200934
158,45250
158,208
158,37524
158,70155
158,36839
158,49436
158,105538
158,50347
158,168014
158,56643
158,107253
158,63251
158,50176
158,47440
158,73584
158,49374
158,63123
158,196769
158,133881
158,159
158,188536
158,50184
158,62569
158,49449
158,78122
158,42723
158,85470
158,26233
158,65144
158,95276
158,206124
158,37216
158,57941
158,50342
158,84920
158,17060
158,91519
158,1446
158,230981
158,158075
158,123509
158,51631
158,21451
158,85486
158,196693
158,183947
158,106007
158,89754
158,44583
158,14971
158,22825
158,50328
158,211853
158,222186
158,76886
158,106279
158,35940
158,19216
158,45769
158,66678
158,78917
158,105534
158,95746
158,20931
158,112857
158,88572
158,193381
158,104889
158,147606
158,78918
158,230980
158,174499
158,59522
158,211858
158,124212
158,181615
158,135124
158,139892
158,219263
158,133863
158,106709
158,209
158,196936
158,60832
158,262
158,31473
158,123363
158,82102
158,60846
158,53000
158,51534
158,111362
158,66311
158,139592
158,186137
158,11922
158,52019
158,208759
158,90799
158,105540
158,181993
158,144
158,145
158,91066
158,224559
158,82458
158,126512
158,150186
158,12013
158,33854
158,989
158,25191
158,24969
158,34318
158,23656
158,25436
158,32808
158,23655
158,16992
158,25501
158,30876
158,16303
158,2695
158,23081
158,31859
158,17565
158,24971
158,15617
158,28445
158,19268
158,12338
158,3005
158,19826
30,107452
30,192083
30,67
30,88795
30,89810
30,120481
30,99216
30,117218
30,43903
30,60183
30,143309
30,46716
30,69672
30,17226
30,42353
30,36838
30,81199
30,58470
30,50203
30,10100
30,30323
30,23540
30,93734
30,122120
30,218635
30,179105
30,56578
30,2729
30,220130
30,97193
30,158562
30,82194
30,45453
30,59900
30,228454
30,57127
30,95004
30,60835
30,45532
30,116649
30,52526
30,56785
30,57130
30,122292
30,162732
30,82096
30,125106
30,165237
30,212237
30,138468
30,181419
30,47139
30,154358
30,62364
30,57128
30,64123
30,157237
30,59894
30,154133
30,212837
30,227774
30,4140
30,181334
30,52527
30,224241
30,113864
30,139526
30,139218
30,107459
30,66238
30,180038
30,94992
30,155432
30,56197
30,78155
30,181420
30,34877
30,107457
30,139217
30,157070
30,217793
30,57331
30,41545
30,183831
30,131048
30,66302
30,199245
30,166898
30,66373
30,146033
30,132281
30,203127
30,143360
30,56200
30,67030
30,48604
30,66236
30,66476
30,53167
30,143835
30,223871
30,119518
30,2894
30,231175
30,70312
30,76379
30,78416
30,84889
30,206107
30,90901
30,114215
30,125121
30,139524
30,213573
30,107453
30,200808
30,165236
30,74328
30,73897
30,124205
30,61927
30,39378
30,228453
30,52523
30,107454
30,106042
30,66417
30,66825
30,67829
30,88797
30,146162
30,1490
30,20063
30,57610
30,171044
30,72897
30,60836
30,169512
30,62807
30,60838
30,23042
30,113894
30,112564
30,118702
30,62866
30,43095
30,212282
30,137521
30,22352
30,174312
30,69281
30,65724
30,110577
30,28204
30,71123
30,153175
30,113509
30,105275
30,52524
30,94997
30,217723
30,113869
30,78430
30,220129
30,5722
30,46480
30,192080
30,139525
30,57126
30,45533
30,158563
30,124408
30,86010
30,3295
30,199236
30,110145
30,52522
30,157071
30,82606
30,39101
30,1830
30,94475
30,117277
30,60834
30,74329
30,144305
30,125107
30,155429
30,25109
30,52521
30,49819
30,135078
30,60966
30,223872
30,223870
30,155428
30,155430
30,146163
30,124206
30,78431
30,121764
30,3712
30,177887
30,225727
30,154130
30,107960
30,95512
30,119192
30,221241
30,62449
30,74330
30,4072
30,106043
30,24357
30,186967
30,183784
30,192082
30,137520
30,203562
30,89785
30,157280
30,157067
30,192081
30,206106
30,94474
30,143834
30,157068
30,57582
30,52520
30,99215
30,69473
30,169079
30,131033
30,56597
30,20062
30,15619
30,20517
30,7850
30,94984
30,19425
30,61926
30,139793
30,2014
30,50733
30,52893
30,98827
30,124207
30,54574
30,56199
30,56954
30,80197
30,188638
30,49692
30,155431
30,143253
30,157238
30,139522
30,48036
30,94030
30,196420
30,74114
30,131035
30,67031
30,62470
30,9689
30,69474
30,179653
30,220804
30,181422
30,26222
30,2972
30,18564
30,18640
30,17182
30,23
30,24
30,31920
30,73
30,33298
30,130
30,31765
30,10224
30,726
30,409
30,18993
30,738
30,33
30,21327
596,59354
596,90540
596,90541
596,90539
596,44727
596,76314
596,1706
596,45381
596,176306
596,175300
596,197208
596,19233
596,2668
596,2667
596,38501
596,151976
596,98914
596,97239
596,13011
596,59118
596,111077
596,95383
596,116250
596,128458
596,18681
596,83052
596,27898
596,52010
596,2669
596,6055
596,166458
596,27511
596,11467
596,28363
596,5219
596,74926
596,49737
596,110095
596,26605
596,10293
596,135741
596,135428
596,164049
596,145548
596,179908
596,77589
596,50701
596,7074
596,2376
596,81414
596,148062
596,43242
596,53458
596,63902
596,6049
