"brewery","beer"
147,144406
147,144405
147,186039
147,218894
147,173970
147,105102
147,116459
147,201788
147,154894
147,101276
147,200935
147,148033
147,189693
147,205934
147,116460
147,103617
147,109638
147,198285
147,198286
147,127648
147,183248
147,195668
147,109615
147,122908
147,117149
147,109745
147,186178
147,116458
147,159106
147,119940
147,88843
147,80628
147,92351
147,89934
147,107159
147,94616
147,171296
147,193054
147,226085
147,205932
147,171716
147,40762
147,95338
147,78551
147,44155
147,105684
147,48762
147,99737
147,142248
147,66036
147,73852
147,75615
147,90189
147,97561
147,121636
147,85498
147,144401
147,144413
147,129146
147,132733
147,168802
147,117174
147,229857
147,201223
147,221026
147,127650
147,97143
147,126181
147,222655
147,142715
147,180600
147,188422
147,186808
147,180598
147,176083
147,113049
147,111682
147,125473
147,124825
147,116034
147,144402
147,104681
147,108486
147,58048
147,82816
147,12973
147,104680
147,229923
147,165534
147,176435
147,168675
147,168676
147,68337
147,74894
147,85508
147,131280
147,116707
147,175307
147,121635
147,201041
147,150175
147,108095
147,70246
147,226379
147,46085
147,108489
147,107386
147,113189
147,143802
147,160122
147,116131
147,119816
147,118447
147,117585
147,117579
147,137415
147,123498
147,191561
147,114869
147,197009
147,98387
147,172222
147,146166
147,183043
147,137578
147,3445
147,197777
147,176297
147,122703
147,163505
147,96528
147,111934
147,179644
147,8789
147,16441
147,23495
147,30928
147,37326
147,42172
147,44138
147,65279
147,52441
147,65361
147,62254
147,87921
147,32360
147,34439
147,75086
147,88116
147,88117
147,40763
147,87746
147,43491
147,50795
147,59369
147,168552
147,11746
147,642
147,1878
147,5752
147,11860
147,19186
147,25353
147,199849
147,170494
147,127649
147,43389
147,49423
147,84184
147,105501
147,43905
147,42165
147,71001
147,125643
147,124424
147,197480
147,133870
147,159670
147,109789
147,170608
147,61132
147,139129
147,226522
147,189980
147,84596
147,194628
147,202078
147,60171
147,48750
147,99152
147,141758
147,113443
147,60174
147,111969
147,116227
147,139073
147,158347
147,141299
147,95045
147,48748
147,62372
147,1160
147,155892
147,57548
147,62296
147,163679
147,142195
147,58901
147,182882
147,34436
147,88
147,102024
147,84301
147,141356
147,141355
147,186991
147,142718
147,56438
147,106825
147,217991
147,132730
147,116251
147,168152
147,156448
147,12888
147,34495
147,60783
147,122903
147,127739
147,186807
147,180660
147,150826
147,163139
147,180032
147,123066
147,118690
147,180661
147,176516
147,120547
147,121206
147,174272
147,180030
147,187252
147,199174
147,187237
147,148557
147,144029
147,137089
147,199176
147,114889
147,184862
147,138412
147,221901
147,129994
147,194896
147,199173
147,154886
147,151633
147,117360
147,153573
147,134669
147,174270
147,139340
147,107614
147,141516
147,126666
147,164597
147,118546
147,122845
147,174458
147,142472
147,144030
147,154316
147,123709
147,167901
147,118545
147,120549
147,119110
147,129086
147,160029
147,195493
147,165841
147,165844
147,179782
147,154404
147,165848
147,137734
147,147846
147,154490
147,146600
147,217859
147,165850
147,154405
147,132592
147,129996
147,129993
147,175073
147,95044
147,157758
147,117173
147,117172
147,125929
147,151769
147,48523
147,210042
147,117586
147,34470
147,14265
147,3013
147,3678
147,8294
147,15617
147,21700
147,28687
147,34909
147,40744
147,47772
147,56068
147,66268
147,142286
147,87
147,159993
147,164506
147,197189
147,41607
147,57135
147,49281
147,156451
147,199848
147,48749
147,217015
147,217017
147,224597
147,224598
147,217009
147,221022
147,226519
147,203313
147,221597
147,224599
147,180921
147,97607
147,157757
147,191963
147,173039
147,168971
147,119938
147,4083
147,92754
147,34456
147,78203
147,85500
147,92518
147,85504
147,74932
147,94670
147,119977
147,127647
147,36550
147,111676
147,168553
147,155950
147,111679
147,111680
147,46857
147,168556
147,53428
147,167998
147,128618
147,82250
147,118062
147,172475
147,191962
147,90
147,151014
147,34438
147,168560
147,36707
147,38446
147,43693
147,168554
147,161832
147,167623
147,75045
147,111681
147,146766
147,45210
147,128500
147,31079
147,167629
147,105420
147,110005
147,105152
147,142717
147,38470
147,60106
147,103934
147,104826
147,97775
147,89040
147,85702
147,144414
147,81308
147,86135
147,98714
147,48063
147,69181
147,102751
147,76525
147,74272
147,181834
147,93489
147,114952
147,97003
147,105417
147,181802
147,190542
147,127844
147,112880
147,119966
147,126363
147,131496
147,218227
147,150871
147,206424
147,217022
147,218224
147,111808
147,44632
863,38175
863,25743
863,94995
863,27057
863,27992
863,34011
863,17441
863,27662
863,22790
863,37695
863,120262
863,169232
863,148374
863,36180
863,200539
863,45653
863,12770
863,37578
863,30908
863,45022
863,27661
863,23591
863,22873
863,41928
863,74031
863,20887
863,111856
863,49575
863,22916
863,13738
863,232202
863,42641
863,78456
863,62403
863,57987
863,13736
863,182164
863,44455
863,214602
863,22178
863,13740
863,175429
863,108287
863,99791
863,228898
863,114233
863,168275
863,116969
863,116970
863,48755
863,171072
863,51726
863,6509
863,34012
863,232196
863,72512
863,51965
863,29610
863,18762
863,81107
863,47900
863,24252
863,58753
863,81951
863,17435
863,28497
863,19439
863,17442
863,7971
863,21690
863,13739
863,104159
863,95820
863,51102
863,13737
863,13741
863,59163
863,22032
863,144564
863,177486
863,77648
863,39705
863,59360
863,228899
863,104584
863,13742
863,20518
863,67345
863,91174
863,212747
863,126067
863,126068
863,62996
863,130770
863,31684
863,22227
863,66114
863,9474
863,38094
863,84029
863,66221
863,203235
863,10952
863,23885
863,3776
863,9080
863,6948
287,48100
287,181572
287,83601
287,186346
287,197395
287,193688
287,89778
287,101749
287,219844
287,185768
287,185905
287,109937
287,127161
287,60506
287,197386
287,131227
287,175982
287,794
287,47016
287,42319
287,96293
287,129829
287,130990
287,63989
287,48325
287,28555
287,22874
287,2849
287,13724
287,26238
287,38030
287,55732
287,3070
287,186211
287,1924
287,36615
287,37265
287,43224
287,131229
287,112959
287,38210
287,86012
287,37847
287,48464
287,21127
287,35779
287,84797
287,112958
287,98156
287,130506
287,20637
287,2511
287,35778
287,42320
287,45765
287,135774
287,2732
287,45643
287,72698
287,6383
287,172944
287,8533
287,28832
287,34267
287,39947
287,54562
287,64483
287,76246
287,150144
287,1444
287,80017
287,80033
287,89289
287,17241
287,25160
287,130509
287,100108
287,2133
287,77937
287,69051
287,61993
287,137441
287,129840
287,2010
287,126809
287,51289
287,64692
287,1117
287,131428
287,33245
287,36194
287,34396
287,185949
287,185951
287,53506
287,130507
287,34841
287,126806
287,122920
287,126808
287,42650
287,50537
287,130303
287,130304
287,126812
287,181519
287,49092
287,91932
287,1981
287,197385
287,1094
287,32695
287,69102
287,1206
287,130508
287,130505
287,42649
287,1287
287,129833
287,58981
287,13522
287,96774
287,49093
287,2009
287,126810
287,53507
287,43223
287,193685
287,41423
287,53852
287,2766
287,2403
287,1927
287,40232
287,165606
287,223269
287,176773
287,231086
287,129843
287,96292
287,2253
287,197393
287,43936
287,126811
287,174226
287,126807
287,31330
287,27033
287,26637
287,27265
287,26889
287,26638
287,17629
287,8682
287,149862
287,169567
287,119122
287,197390
287,108794
287,42112
287,101744
287,101745
287,165479
287,83139
287,154398
287,55638
287,109888
287,38146
287,101755
287,220115
287,101751
287,134469
287,173206
287,89274
287,101752
287,101748
287,48751
287,188574
287,190648
287,75406
287,157520
287,164729
287,46610
287,89328
287,110620
287,205578
287,88500
287,150167
287,77011
287,80437
287,80229
287,89106
287,136991
287,93386
287,116298
287,116297
287,116497
287,121589
287,123480
287,134645
287,176814
287,51290
287,157511
287,197848
287,20604
287,129689
287,217982
287,17112
287,230770
287,206257
287,131125
287,74573
287,52340
287,42977
287,39950
287,170932
287,43200
287,202343
287,212421
287,202342
287,112122
287,134381
287,116296
287,116907
287,135775
287,121592
287,203478
287,194889
287,190386
287,172748
287,57489
287,101750
287,59003
287,159884
287,173266
287,57488
287,36611
287,48463
287,134382
287,86870
287,191292
287,202684
287,218356
287,141479
287,101753
287,191293
287,215145
287,119370
287,191291
287,69562
287,54489
287,197391
287,140339
287,134937
287,77674
287,54481
287,38231
287,48134
287,75312
287,160492
287,33973
287,132828
287,190595
287,57616
287,51736
287,69099
287,101743
287,96291
287,186201
287,101742
287,191279
287,190384
287,132146
287,52361
287,39963
287,3811
287,1891
287,139908
287,85819
287,219620
287,101747
287,101746
287,230350
287,121726
287,25875
287,1093
287,197849
287,225857
287,164018
287,183064
287,101754
287,25023
287,35571
287,23504
287,37646
287,2707
287,7839
287,33837
287,8541
287,22801
287,7844
287,7838
17981,196885
17981,45656
17981,49742
17981,51469
17981,52980
17981,58685
17981,60877
17981,68985
17981,81588
17981,97865
17981,136183
17981,194061
17981,189892
17981,209008
17981,171950
17981,115626
17981,115625
17981,115623
17981,115624
17981,115627
17981,181297
17981,124280
17981,193624
17981,79433
17981,155815
17981,133407
17981,111845
17981,112827
17981,146149
17981,66975
17981,114494
17981,107756
17981,161895
17981,195339
17981,103389
17981,93701
17981,65897
17981,70307
17981,85972
17981,208043
17981,65350
17981,113166
17981,161519
17981,99849
17981,218460
17981,211526
17981,183529
17981,55851
17981,90881
17981,56298
17981,63029
17981,65271
17981,56060
17981,56297
17981,56061
17981,122342
17981,98198
17981,101295
17981,163423
17981,97386
17981,101292
17981,209846
17981,156591
17981,156764
17981,73533
17981,71812
17981,46366
17981,50515
17981,60085
17981,74078
17981,60391
17981,60392
17981,98111
17981,55308
17981,192701
17981,71340
17981,195491
17981,157796
17981,103401
17981,184845
17981,166738
17981,158428
17981,95651
17981,157794
17981,83853
17981,79225
17981,116633
17981,85473
17981,180249
17981,209711
17981,79220
17981,94253
17981,138474
17981,66116
17981,79434
17981,79230
17981,50260
17981,51809
17981,51544
17981,51455
17981,51454
17981,51810
17981,51393
17981,52879
17981,46368
17981,81185
17981,91020
17981,206804
17981,209852
17981,103402
17981,163141
17981,222031
17981,222629
17981,103557
17981,163195
17981,218817
17981,117734
17981,218816
17981,163194
17981,207748
17981,96905
17981,167242
17981,138120
17981,126717
17981,133406
17981,113170
17981,190575
17981,47019
17981,172650
17981,98020
17981,170986
17981,132340
17981,172826
17981,171049
17981,186827
17981,186767
17981,170985
17981,89788
17981,134676
17981,50514
17981,77243
17981,58763
17981,104177
17981,103390
17981,46912
17981,50732
17981,54538
17981,62125
17981,90704
17981,131960
17981,186593
17981,104304
17981,219711
17981,205612
17981,161374
17981,123780
17981,112808
17981,198957
17981,183091
17981,159419
17981,175850
17981,205610
17981,89119
17981,145371
17981,90171
17981,95057
17981,50239
17981,50253
17981,84298
17981,79907
17981,210927
17981,216239
17981,157293
17981,111539
17981,197907
17981,223204
17981,136715
17981,84400
17981,112060
17981,157793
17981,209845
17981,172648
17981,164732
17981,91017
17981,173126
17981,103391
17981,91014
17981,63030
17981,90577
17981,215245
17981,197905
17981,217581
17981,82225
17981,125144
17981,183752
17981,106517
17981,176184
17981,209848
17981,103392
17981,103403
17981,55309
17981,55715
17981,199136
17981,101916
17981,84953
17981,166701
17981,117084
17981,156889
17981,213643
17981,73157
17981,129560
17981,107129
17981,137180
17981,119746
17981,130156
17981,108534
17981,152162
17981,104830
17981,162678
17981,218469
17981,78266
17981,83022
17981,108502
17981,155606
17981,156778
17981,117067
17981,211623
17981,220140
17981,197904
17981,216771
17981,195430
17981,85941
17981,155818
17981,128902
17981,56584
17981,66149
17981,222163
17981,174412
17981,197355
17981,202908
17981,131455
17981,209849
17981,156779
17981,154269
17981,157294
17981,126716
17981,110315
17981,99133
17981,86090
17981,136008
17981,69033
17981,174911
17981,182772
17981,70004
17981,151789
17981,179989
17981,199287
17981,56271
17981,67797
17981,78525
17981,119752
17981,81590
17981,158449
17981,50082
17981,83854
17981,100917
17981,73070
17981,171010
17981,159155
17981,152138
17981,157532
17981,163431
17981,164720
17981,177375
17981,220119
17981,218806
17981,232438
17981,93107
17981,195338
17981,193622
17981,132607
17981,122054
17981,105722
17981,61185
17981,224475
17981,66117
17981,67293
17981,215743
17981,104174
17981,115319
17981,123779
17981,88885
17981,89141
17981,78034
17981,77241
17981,76386
17981,77242
17981,76387
17981,115563
17981,115213
17981,60487
17981,129717
17981,75607
17981,111083
17981,117828
17981,73076
17981,100243
17981,79228
17981,67321
17981,63422
17981,177437
17981,167532
17981,63693
17981,128886
17981,79229
17981,151783
17981,48810
17981,86377
17981,164471
17981,162799
17981,101288
17981,208879
17981,160881
17981,156146
17981,89625
17981,155265
17981,101280
17981,143799
17981,110860
17981,124872
17981,130758
17981,204738
17981,49811
17981,69218
17981,148822
17981,116467
17981,161472
17981,82777
17981,137331
17981,97669
17981,92328
17981,103393
17981,195433
17981,123749
17981,123784
17981,112401
17981,181294
17981,103394
17981,92589
17981,84534
17981,83855
17981,150392
17981,57463
17981,230537
17981,88888
17981,122341
17981,163876
17981,114739
17981,154268
17981,188708
17981,103405
17981,218661
17981,47020
17981,85370
17981,117121
17981,166746
17981,167164
17981,139435
17981,99482
17981,92267
17981,67485
17981,132482
17981,115617
17981,197906
17981,212291
17981,96824
17981,112322
17981,84745
17981,83856
17981,94088
17981,72484
17981,72809
17981,46365
17981,53245
17981,115654
17981,158420
17981,140115
17981,179212
17981,195437
17981,97470
17981,130493
17981,184067
17981,184800
17981,65782
17981,174202
17981,216451
17981,83859
17981,80361
17981,110963
17981,91184
17981,219753
17981,136472
17981,220701
17981,195489
17981,219556
17981,195490
17981,100916
17981,71071
17981,68349
17981,67322
17981,208044
17981,81591
17981,79219
17981,141061
17981,145372
17981,116741
17981,111912
17981,113500
17981,112283
17981,110130
17981,110012
17981,54418
17981,124873
17981,173900
17981,88410
17981,73079
17981,171738
17981,73559
17981,66388
17981,88887
17981,117750
17981,93341
17981,106262
17981,114185
17981,148255
17981,141062
17981,115336
17981,167243
17981,47022
17981,117211
17981,54647
17981,115565
17981,93818
17981,132227
17981,110635
17981,56764
17981,79226
17981,73995
17981,73444
17981,74101
17981,174292
17981,77240
17981,104059
17981,73445
17981,71364
17981,71356
17981,147854
17981,86006
17981,158439
17981,48825
17981,77184
17981,88404
17981,175851
17981,96012
17981,158522
17981,94101
17981,89241
17981,167264
17981,92239
17981,115618
17981,145544
17981,46363
17981,52880
17981,63026
17981,66387
17981,50081
17981,50516
17981,50517
17981,55714
17981,55677
17981,179275
17981,66833
17981,55275
17981,55278
17981,55417
17981,174894
17981,67081
17981,63032
17981,56677
17981,59173
17981,63033
17981,83861
17981,189571
17981,71813
17981,148909
17981,114690
17981,91908
17981,81085
17981,56702
17981,169211
17981,169574
17981,92591
17981,60940
17981,67389
17981,93137
17981,78291
17981,158416
17981,197943
17981,103395
17981,118179
17981,140151
17981,64730
17981,113169
17981,92327
17981,140601
17981,174507
17981,221819
17981,166632
17981,229124
17981,99187
17981,228690
17981,201174
17981,230541
17981,91037
17981,145071
17981,225229
17981,218233
17981,95665
17981,63027
17981,171232
17981,136470
17981,85368
17981,163279
17981,109645
17981,158781
17981,98045
17981,76548
17981,65783
17981,117735
17981,226154
17981,132331
17981,164733
17981,162419
17981,181983
17981,183145
17981,122056
17981,91414
17981,170961
17981,230557
17981,112124
17981,47731
17981,51456
17981,89381
17981,55678
17981,55066
17981,50720
17981,53945
17981,66802
17981,66882
17981,48348
17981,66924
17981,54646
17981,67127
17981,66922
17981,70986
17981,56038
17981,67082
17981,50157
17981,65213
17981,82106
17981,156249
17981,88040
17981,150393
17981,181295
17981,83867
17981,113489
17981,114285
17981,114685
17981,45973
17981,67124
17981,211056
17981,158577
17981,55450
17981,45974
17981,59994
17981,55772
17981,61876
17981,53028
17981,132226
17981,113822
17981,158578
17981,71806
17981,103404
17981,226210
17981,69529
17981,119119
17981,86580
17981,166572
17981,119121
17981,159187
17981,72315
17981,106192
17981,131571
17981,104030
17981,133276
17981,185792
17981,183146
17981,138282
17981,67483
17981,112054
17981,221125
17981,181296
17981,218659
17981,122340
17981,96573
17981,230538
17981,101290
17981,53014
17981,211784
17981,78711
17981,222587
17981,138111
17981,73066
17981,168581
17981,48811
17981,179210
17981,123125
17981,63423
17981,103396
17981,197357
17981,161892
17981,83858
17981,83866
17981,110962
17981,223276
17981,109687
17981,94935
17981,132869
17981,140120
17981,92586
17981,94214
17981,126832
17981,62845
17981,113671
17981,46362
17981,118665
17981,96721
17981,222880
17981,209847
17981,113167
17981,125142
17981,103399
17981,145964
17981,86769
17981,108284
17981,193755
17981,209780
17981,123783
17981,178000
17981,161894
17981,193625
17981,83857
17981,155210
17981,117780
17981,115496
17981,154267
17981,111105
17981,119954
17981,173809
17981,191156
17981,174818
17981,168961
17981,66925
17981,205854
17981,184631
17981,178002
17981,77694
17981,67752
17981,79227
17981,82538
17981,67283
17981,79442
17981,67111
17981,79628
17981,79616
17981,67192
17981,68191
17981,218453
17981,219936
17981,163883
17981,107802
17981,197356
17981,96719
17981,73078
17981,99906
17981,160309
17981,172250
17981,114286
17981,172902
17981,170991
17981,139431
17981,47732
17981,197665
17981,111888
17981,204740
17981,83860
17981,222701
17981,85286
17981,219562
17981,221227
17981,79218
17981,88041
17981,207139
17981,179800
17981,207800
17981,170987
17981,155146
17981,171182
17981,127534
17981,127533
17981,177995
17981,88194
17981,225459
17981,177996
17981,91822
17981,83108
17981,83316
17981,88028
17981,82281
17981,175123
17981,115216
17981,178716
17981,105980
17981,221157
17981,209851
17981,153924
17981,110617
17981,230540
17981,113490
17981,119956
17981,101291
17981,124251
17981,138112
17981,138118
17981,79224
17981,186816
17981,206347
17981,46911
17981,62206
17981,67832
17981,67165
17981,171178
17981,225758
17981,88195
17981,120032
17981,132246
17981,131257
17981,225793
17981,218504
17981,222527
17981,219559
17981,183083
17981,70255
17981,106131
17981,91018
17981,83865
17981,83102
17981,82057
17981,71584
17981,199853
17981,62371
17981,158798
17981,115613
17981,103400
17981,112775
17981,110616
17981,218467
17981,195436
17981,67745
17981,170959
17981,197898
17981,197908
17981,222526
17981,91946
17981,88334
17981,107039
17981,186740
17981,154224
17981,117826
17981,159443
17981,177654
17981,157792
17981,158429
17981,112056
17981,163281
17981,138645
17981,218818
17981,148908
17981,79221
17981,47021
17981,204752
17981,143960
17981,141063
17981,156412
17981,134252
17981,94264
17981,182653
17981,83862
17981,63940
17981,158340
17981,174521
17981,83863
17981,222518
17981,56036
17981,163402
17981,183799
17981,69368
17981,143279
17981,178772
17981,188681
17981,221889
17981,96548
17981,98625
17981,105720
17981,82173
17981,148820
17981,116891
17981,162796
17981,79222
17981,54419
17981,71807
17981,150973
17981,61877
17981,79121
17981,83699
17981,84641
17981,89484
17981,222273
17981,207247
17981,88579
17981,88735
17981,162798
17981,149113
17981,166739
17981,93230
17981,112331
17981,172655
17981,125141
17981,89426
17981,111911
17981,123782
17981,96622
17981,107264
17981,107861
17981,116910
17981,122231
17981,97480
17981,122216
17981,110101
17981,96519
17981,108231
17981,79149
17981,193756
17981,82607
17981,185049
17981,83864
17981,180992
17981,220328
17981,167166
17981,157245
17981,104178
